,game,reviewer_rating,positivity_ratio,first_release_date,game_modes,genres,themes,binned_developer,developer_RewindApp,developer_Ripknot Systems,developer_CAPCOM Co. Ltd.,developer_Kairosoft Co.Ltd,developer_Winged Cloud,developer_KOEI TECMO GAMES CO. LTD.,developer_Choice of Games,developer_EGAMER,developer_Scott Cawthon,developer_Tero Lunkka,binned_developer_encoded
225,The Line,7.0,9.0,2020,1,13,31,K148 Game Studio,0,0,0,0,0,0,0,0,0,0,191
226,The Line,7.0,9.0,2020,1,13,31,PaulArt,0,0,0,0,0,0,0,0,0,0,283
227,The Line,5.0,1.82,2020,1,13,31,ARVORE Immersive Experiences,0,0,0,0,0,0,0,0,0,0,9
228,The Line,5.0,1.82,2020,1,13,31,K148 Game Studio,0,0,0,0,0,0,0,0,0,0,191
229,The Line,5.0,1.82,2020,1,13,31,PaulArt,0,0,0,0,0,0,0,0,0,0,283
230,The Line,5.0,1.82,2020,1,13,31,ARVORE Immersive Experiences,0,0,0,0,0,0,0,0,0,0,9
231,The Line,5.0,1.82,2020,1,13,31,K148 Game Studio,0,0,0,0,0,0,0,0,0,0,191
232,The Line,5.0,1.82,2020,1,13,31,PaulArt,0,0,0,0,0,0,0,0,0,0,283
233,The Line,5.0,1.82,2020,1,13,31,ARVORE Immersive Experiences,0,0,0,0,0,0,0,0,0,0,9
234,The Line,5.0,1.82,2020,1,13,31,K148 Game Studio,0,0,0,0,0,0,0,0,0,0,191
235,The Line,5.0,1.82,2020,1,13,31,PaulArt,0,0,0,0,0,0,0,0,0,0,283
236,Area 86,7.0,3.88,2020,1,8,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
237,Paranormal Detective: Escape from the 80's,8.0,17.5,2019,1,13,43,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
238,LIT: Bend the Light,8.0,15.06,2020,1,9,34,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
239,Depixtion,8.0,13.0,2019,1,9,34,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
240,Chloe Puzzle Game,5.0,1.33,2022,1,9,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
241,The Devil's Chosen,6.0,2.5,2022,1,12,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
242,Midnight is Lost,7.0,4.0,2021,1,9,35,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
243,Catyph: The Kunci Experiment,6.0,2.57,2016,1,31,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
244,Trivia Vault: Literature Trivia,5.0,0.88,2018,1,13,1,Ripknot Systems,0,1,0,0,0,0,0,0,0,0,312
245,Trivia Vault: Movie Trivia,5.0,1.21,2018,1,13,1,Ripknot Systems,0,1,0,0,0,0,0,0,0,0,312
246,Trivia Vault: Art Trivia,5.0,0.94,2018,1,13,1,Ripknot Systems,0,1,0,0,0,0,0,0,0,0,312
247,Trivia Vault: Fashion Trivia,5.0,0.83,2018,1,13,1,Ripknot Systems,0,1,0,0,0,0,0,0,0,0,312
248,Semispheres,8.0,8.86,2017,1,9,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
249,Time Master,8.0,21.67,2022,1,8,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
250,Mirror Layers,8.0,29.0,2021,1,9,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
251,Bitcoin Collector,5.0,1.35,2017,1,31,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
252,Sudoku Zenkai,8.0,8.95,2018,1,9,34,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
253,Killer: Infected One of Us,5.0,0.95,2021,2,31,18,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
254,Cybernetica,3.0,0.1,2020,1,12,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
255,Memorrha,5.0,1.85,2019,1,9,17,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
256,Trivia Vault: TV Trivia,5.0,0.97,2018,1,13,1,Ripknot Systems,0,1,0,0,0,0,0,0,0,0,312
257,Trivia Vault: Mixed Trivia,5.0,0.9,2017,1,13,1,Ripknot Systems,0,1,0,0,0,0,0,0,0,0,312
258,Alchemia,6.0,3.25,2018,1,9,43,Matthew Brown,0,0,0,0,0,0,0,0,0,0,225
259,Alchemia,6.0,3.25,2009,1,2,17,Matthew Brown,0,0,0,0,0,0,0,0,0,0,225
260,Magic Twins,7.0,39.0,2021,1,9,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
261,Larcin Lazer,8.0,118.5,0,1,32,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
262,The House of Da Vinci 3,8.0,9.32,2022,1,9,17,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
263,Timothy and the Mysterious Forest,6.0,2.2,2019,1,9,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
264,Scale Enchanter,7.0,4.4,2021,1,2,34,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
265,Ultra Hat Dimension,7.0,24.0,2020,1,9,27,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
266,Seasons With Furry,5.0,1.88,2020,1,32,42,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
267,Hourglass,8.0,18.38,2021,1,8,18,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
268,Undergrave,8.0,5.78,2022,1,8,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
269,Sokolor,7.0,23.0,2022,1,9,35,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
270,Rising Mist,7.0,4.11,2022,1,9,17,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
271,Trivia Vault: Business Trivia,5.0,1.05,2018,1,13,1,Ripknot Systems,0,1,0,0,0,0,0,0,0,0,312
272,The Last Shot,8.0,4.9,2023,1,8,18,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
273,Neko Maid,8.0,5.22,2022,1,32,42,Hunny Bunny Studio,0,0,0,0,0,0,0,0,0,0,173
274,Happy Puzzle,8.0,7.3,2021,1,32,42,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
275,Dodge,6.0,3.22,2019,1,32,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
276,Dodge,6.0,3.22,2019,1,32,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
277,Dodge,6.0,3.22,2019,1,32,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
278,Dodge,6.0,3.22,2019,1,32,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
279,Dodge,5.0,2.07,2019,1,32,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
280,Dodge,5.0,2.07,2019,1,32,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
281,Dodge,5.0,2.07,2019,1,32,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
282,Dodge,5.0,2.07,2019,1,32,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
283,A Wake Inn,5.0,1.59,2021,1,31,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
284,Birth ME Code,8.0,4.53,2020,1,9,43,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
285,A Fold Apart,8.0,4.61,2020,1,8,31,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
286,Lazy Chess,5.0,0.71,2021,1,9,34,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
287,Spectrum,8.0,4.33,2014,1,8,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
288,Spectrum,8.0,4.33,2014,1,8,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
289,Spectrum,8.0,4.33,2014,1,8,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
290,Keep the Keep,7.0,21.0,2021,1,9,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
291,Pizza Ghest,6.0,2.67,2022,1,13,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
292,Peppy's Adventure,8.0,8.67,2021,1,9,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
293,Beware of Trains,6.0,3.67,2019,1,15,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
294,Mess Adventures 2,8.0,6.27,2022,1,15,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
295,Prelogate,8.0,8.8,2014,1,9,18,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
296,The House,4.0,0.56,2022,1,32,19,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
297,The House,4.0,0.56,2014,1,9,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
298,The House,4.0,0.56,0,1,31,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
299,The House,4.0,0.56,2005,1,2,19,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
300,The House,4.0,0.56,2022,1,32,19,Konsordo,0,0,0,0,0,0,0,0,0,0,203
301,The House,4.0,0.56,2014,1,9,1,Konsordo,0,0,0,0,0,0,0,0,0,0,203
302,The House,4.0,0.56,0,1,31,1,Konsordo,0,0,0,0,0,0,0,0,0,0,203
303,The House,4.0,0.56,2005,1,2,19,Konsordo,0,0,0,0,0,0,0,0,0,0,203
304,Qube Qross,7.0,3.25,2020,1,8,34,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
305,Machinist,5.0,1.55,2021,1,12,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
306,GraviFire,7.0,9.0,2020,1,9,18,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
307,Educational Games for Kids,7.0,4.0,2020,1,7,34,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
308,Time Hacker,7.0,3.71,2020,1,9,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
309,A Rogue Escape,7.0,4.0,2021,1,9,18,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
310,Selfless Heroes,7.0,4.12,2020,1,9,34,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
311,Animal Wish,8.0,4.4,0,1,32,42,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
312,Pillars of Light,7.0,19.0,2022,1,32,43,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
313,Paranormal Observation,7.0,6.25,2022,1,13,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
314,Bomb Club Deluxe,7.0,28.0,2022,1,9,27,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
315,Swim Out,7.0,4.57,2017,1,9,32,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
316,Infinite Turtles,7.0,34.0,2022,1,9,33,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
317,Teodoro,7.0,18.0,2021,1,9,35,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
318,Raven's Hike,7.0,10.5,2021,1,8,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
319,Hextones,8.0,10.17,2021,1,9,34,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
320,Tandis,8.0,38.67,2022,1,9,33,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
321,Prose & Codes,8.0,65.0,2022,1,9,22,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
322,Inside the Box,5.0,1.75,2020,1,32,34,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
323,Tantal,7.0,4.67,2020,1,8,1,Dnovel,0,0,0,0,0,0,0,0,0,0,103
324,3x64,7.0,9.5,2019,1,9,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
325,Neon,7.0,15.5,2018,1,32,1,Dnovel,0,0,0,0,0,0,0,0,0,0,103
326,Neon,7.0,15.5,2018,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
327,Alien X,5.0,1.45,2001,1,5,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
328,Crime Reaper,7.0,8.75,2021,1,9,43,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
329,The Sekimeiya: Spun Glass,8.0,11.23,2021,1,31,43,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
330,Desirable,5.0,0.83,2020,1,9,42,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
331,Reflex,8.0,5.86,2017,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
332,Reflex,8.0,5.86,2017,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
333,Reflex,8.0,5.86,2017,1,32,1,Easy game,0,0,0,0,0,0,0,0,0,0,110
334,Hidden Words,7.0,3.67,2021,1,9,40,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
335,Sissa's Path,7.0,6.0,2022,1,9,35,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
336,Melodier,7.0,5.67,2022,1,7,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
337,Sharing Lights,7.0,8.5,2022,1,9,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
338,Sharing Lights,7.0,8.5,2022,1,9,17,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
339,Delivery in Space,7.0,9.5,2022,1,9,18,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
340,The young mathematician: Easy difficulty,6.0,3.38,2018,1,32,34,Laush Dmitriy Sergeevich,0,0,0,0,0,0,0,0,0,0,207
341,Fluffy Milo,7.0,36.0,2022,1,9,35,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
342,Trivia Vault: Video Game Trivia Deluxe,5.0,0.89,2017,1,13,1,Ripknot Systems,0,1,0,0,0,0,0,0,0,0,312
343,Project Astra Dominium,7.0,21.5,0,1,13,18,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
344,Couch Monsters,7.0,43.0,2021,1,9,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
345,Arcane Golf,7.0,22.5,2018,1,9,17,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
346,Tiny Bubbles,8.0,12.0,2017,1,9,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
347,Bots Are Stupid,8.0,5.42,2022,1,8,34,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
348,I Fetch Rocks,8.0,22.67,2022,1,13,18,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
349,Nemezis: Mysterious Journey III,5.0,1.63,2021,1,2,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
350,Cupid Nonogram,8.0,11.43,2021,1,9,17,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
351,Twinsen's Little Big Adventure 2 Classic,9.0,39.28,1997,1,8,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
352,Alphadeck,5.0,0.73,2021,1,14,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
353,Rinlo,7.0,3.57,2020,1,9,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
354,PyroMind,7.0,27.0,2019,1,15,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
355,An Interesting Journey of Monsieur PAF,7.0,6.75,2020,1,8,27,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
356,Now you can't see me,7.0,4.14,2021,1,5,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
357,Infini,7.0,15.0,2020,1,8,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
358,One Line Coloring,7.0,6.6,2020,1,9,34,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
359,Adventure Llama,7.0,37.0,2018,1,8,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
360,Unit 404,7.0,7.8,2020,1,8,18,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
361,BlackJack Math,8.0,6.64,2020,1,4,34,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
362,Mad Experiments: Escape Room,6.0,2.34,2020,1,9,40,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
363,Furry Woof and Nya,8.0,4.89,2020,1,32,42,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
364,Girls Memory Card,5.0,1.5,2020,1,32,42,Laush Dmitriy Sergeevich,0,0,0,0,0,0,0,0,0,0,207
365,Kiss Effect,7.0,3.2,2023,1,32,42,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
366,No Time For Caution,7.0,4.5,2022,1,8,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
367,Decent Checkers,6.0,2.5,2023,1,9,34,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
368,Photon Engineer,7.0,10.0,0,1,9,18,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
369,Trivia Vault: Music Trivia,5.0,0.71,2018,1,13,1,Ripknot Systems,0,1,0,0,0,0,0,0,0,0,312
370,Puzzle & Chess,5.0,1.09,2021,1,9,34,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
371,Bricky to Me,7.0,13.0,2021,1,8,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
372,Super Ninja Miner,7.0,13.0,2022,1,8,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
373,Do U Copy?,7.0,3.2,2021,2,9,40,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
374,Molecats,7.0,3.4,2017,1,9,27,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
375,Slime Escape,7.0,6.33,2021,1,9,43,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
376,Cyclone,7.0,5.75,1985,1,15,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
377,Rayland 2,7.0,12.0,2023,1,9,35,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
378,Repit,7.0,4.57,2021,1,8,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
379,ReThink 2,7.0,37.0,2018,1,9,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
380,Sneaky Rat,7.0,37.0,2022,1,9,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
381,ReThink | Evolved 2,7.0,40.0,2018,1,15,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
382,Playable Mockup,8.0,8.5,0,1,15,19,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
383,Clinically Dead,8.0,4.46,2018,1,31,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
384,Orgynizer,8.0,11.6,2020,1,9,40,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
385,Nucleares,8.0,9.71,0,1,5,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
386,Para Eyes,8.0,39.0,2022,1,32,19,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
387,Lingo,8.0,42.0,2021,1,9,38,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
388,Rogue Bit,8.0,10.22,2018,1,9,34,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
389,Active Neurons 2,7.0,7.0,2020,1,7,34,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
390,Assimilate! (A Party Game),7.0,4.67,2021,2,32,40,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
391,Reach the Summit,5.0,1.38,2021,1,8,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
392,Leaf Tree,7.0,9.5,2021,1,9,17,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
393,Terraforming Earth,7.0,24.0,2020,1,31,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
394,World of Aircraft: Glider Simulator,5.0,1.08,2021,1,13,32,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
395,The Pillar,5.0,1.67,2020,1,31,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
396,Syzygy,7.0,30.0,2016,1,32,31,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
397,The Long Gate,7.0,4.86,2020,1,9,34,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
398,Nullum,7.0,11.67,2020,1,9,34,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
399,Cubism,7.0,41.0,2020,1,9,34,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
400,In My Shadow,8.0,5.2,2021,1,8,31,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
401,Alchemist Simulator,6.0,3.08,2020,1,9,35,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
402,Repressed,6.0,2.33,2018,1,8,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
403,Impulsow,7.0,17.0,2018,1,32,1,JOZGamer,0,0,0,0,0,0,0,0,0,0,186
404,Feud,8.0,8.7,1987,1,12,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
405,Beauty from Wisdom,3.0,0.09,2022,1,15,42,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
406,Neko-chan's Club,6.0,2.5,2023,1,32,42,Hunny Bunny Studio,0,0,0,0,0,0,0,0,0,0,173
407,Fear of the Dark,5.0,1.6,2022,1,31,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
408,Fear of the Dark,5.0,1.6,2020,1,31,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
409,Haunting Hour,5.0,1.5,2019,1,9,19,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
410,100 Doors: Escape from Work,5.0,1.8,2022,1,2,43,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
411,Collapsed,7.0,4.5,2019,1,5,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
412,Roxy Raccoon 2: Topsy-Turvy,7.0,10.0,2023,1,13,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
413,Apple Hopper,5.0,1.57,2021,1,14,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
414,Soul Knight: The Forest of Spirits,7.0,6.0,2023,1,8,1,SkyOne Studios,0,0,0,0,0,0,0,0,0,0,344
415,Palladium: Adventure in Greece,7.0,13.0,2021,1,9,22,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
416,Halt,7.0,3.25,0,1,5,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
417,Frogurai,7.0,13.0,2023,1,8,1,Nibb Games,0,0,0,0,0,0,0,0,0,0,254
418,Chess Morph: The Queen's Wormholes,7.0,13.0,2023,1,9,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
419,Small Town Detective,7.0,4.33,2023,1,32,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
420,My Neighbor Neko,5.0,1.56,2023,1,32,42,Hunny Bunny Studio,0,0,0,0,0,0,0,0,0,0,173
421,God is a Cube: Programming Robot Cubes,6.0,2.14,2018,1,9,18,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
422,Where's Samantha?,6.0,2.5,2021,1,8,35,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
423,Spinning Maze,7.0,15.0,2022,1,9,33,SkyOne Studios,0,0,0,0,0,0,0,0,0,0,344
424,Spinning Maze,7.0,15.0,2022,1,9,33,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
425,Spinning Maze,7.0,4.67,2022,1,9,33,SkyOne Studios,0,0,0,0,0,0,0,0,0,0,344
426,Spinning Maze,7.0,4.67,2022,1,9,33,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
427,Square Keeper,7.0,7.5,2022,1,9,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
428,Life is Pain,7.0,8.0,2023,1,31,1,Seaborgium Entertainment,0,0,0,0,0,0,0,0,0,0,332
429,A Collection of Bad Moments,5.0,1.45,2018,1,31,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
430,Kit's Quest,7.0,16.0,2023,1,8,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
431,Crime Passional,5.0,2.0,2023,1,13,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
432,Sudokolorful,7.0,4.75,2021,1,9,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
433,Beep's Escape,7.0,19.0,2023,1,31,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
434,Hope,7.0,20.0,2023,1,8,34,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
435,Hope,7.0,20.0,2020,1,32,31,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
436,Hope,7.0,20.0,2010,1,2,18,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
437,Hope,7.0,20.0,2023,1,8,34,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
438,Hope,7.0,20.0,2020,1,32,31,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
439,Hope,7.0,20.0,2010,1,2,18,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
440,Harlow,7.0,4.4,0,1,8,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
441,Dark Crypt,7.0,23.0,2021,1,9,19,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
442,Puzzle Park,6.0,3.0,2022,1,9,38,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
443,Fairy Girl,7.0,4.17,2022,1,9,42,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
444,Candle Prick,7.0,26.0,2022,1,9,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
445,Kredolis,5.0,1.08,2022,1,9,17,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
446,Rytmos,7.0,5.17,2023,1,7,18,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
447,Tetragon,7.0,4.0,2021,1,8,43,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
448,Dark Sheep,7.0,11.33,2021,1,9,19,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
449,SudoKube,7.0,4.38,2022,1,9,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
450,Gnomes Garden: Halloween,7.0,5.29,2018,1,15,35,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
451,Mentai Uncensored,6.0,2.29,2018,1,32,42,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
452,Trivia Vault: Boxing Trivia,5.0,1.08,2018,1,13,1,Ripknot Systems,0,1,0,0,0,0,0,0,0,0,312
453,Hatup,7.0,6.67,2022,1,8,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
454,Words Can Kill,6.0,2.65,2022,1,12,17,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
455,ReThink | Evolved,8.0,8.43,2017,1,15,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
456,Q.U.B.E. 10th Anniversary,8.0,10.0,2022,1,8,1,2-4 Appearances,0,0,0,0,0,0,0,0,0,0,3
457,Switchball HD,8.0,6.36,2021,1,8,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
458,Trust No Bunny,8.0,27.5,2022,2,15,40,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
459,Time on Frog Island,6.0,3.67,2022,1,8,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
460,Fantastic Contraption,6.0,3.42,2008,1,9,34,Northway Games,0,0,0,0,0,0,0,0,0,0,265
461,Fantastic Contraption,6.0,3.42,2016,1,9,40,Northway Games,0,0,0,0,0,0,0,0,0,0,265
462,The Last Clockwinder,8.0,41.1,2022,1,9,17,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
463,Binary Domain,8.0,5.78,2012,1,5,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
464,The Howler,6.0,3.49,2013,1,13,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
465,Radio Commander,6.0,2.82,2019,1,9,1,Single Appearance,0,0,0,0,0,0,0,0,0,0,341
